station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort
1110301,1110219,小樽,,,11103,1,047-0032,小樽市稲穂２丁目,140.993653,43.197172,0000-00-00,0000-00-00,0,1110301
1110302,1110302,南小樽,,,11103,1,047-0015,小樽市住吉町,141.007883,43.186529,0000-00-00,0000-00-00,0,1110302
1110303,1110303,小樽築港,,,11103,1,047-0008,小樽市築港,141.029051,43.180752,0000-00-00,0000-00-00,0,1110303
1110304,1110304,朝里,,,11103,1,047-0151,小樽市朝里１丁目,141.063923,43.176868,0000-00-00,0000-00-00,0,1110304
1110305,1110305,銭函,,,11103,1,047-0261,小樽市銭函２丁目,141.159868,43.143403,0000-00-00,0000-00-00,0,1110305
1110306,1110306,ほしみ,,,11103,1,006-0859,札幌市手稲区手稲星置１条９丁目,141.191402,43.13373,0000-00-00,0000-00-00,0,1110306
1110307,1110307,星置,,,11103,1,006-0851,札幌市手稲区星置１条３丁目,141.210856,43.132375,0000-00-00,0000-00-00,0,1110307
1110308,1110308,稲穂,,,11103,1,006-0831,札幌市手稲区曙１条３丁目,141.222919,43.128115,0000-00-00,0000-00-00,0,1110308
1110309,1110309,手稲,,,11103,1,006-0021,札幌市手稲区手稲本町１条４丁目,141.243785,43.120238,0000-00-00,0000-00-00,0,1110309
1110310,1110310,稲積公園,,,11103,1,006-0011,札幌市手稲区富丘１条４丁目,141.257113,43.112023,0000-00-00,0000-00-00,0,1110310
1110311,1110311,発寒,,,11103,1,063-0829,札幌市西区発寒９条１３丁目,141.277273,43.099819,0000-00-00,0000-00-00,0,1110311
1110312,1110312,発寒中央,,,11103,1,063-0826,札幌市西区発寒十条３丁目,141.294497,43.089271,0000-00-00,0000-00-00,0,1110312
1110313,1110313,琴似,,,11103,1,063-0812,札幌市西区琴似2条2丁目,141.307418,43.081599,0000-00-00,0000-00-00,0,1110313
1110314,1110314,桑園,,,11103,1,060-0011,札幌市中央区北１１条西１５丁目,141.332036,43.070744,0000-00-00,0000-00-00,0,1110314
1110315,1110315,札幌,,,11103,1,060-0806,札幌市北区北６条西４丁目,141.350768,43.068612,0000-00-00,0000-00-00,0,1110315
1110316,1110316,苗穂,,,11103,1,060-0033,札幌市中央区北３条東１３丁目,141.377522,43.068574,0000-00-00,0000-00-00,0,1110316
1110317,1110317,白石,,,11103,1,003-0029,札幌市白石区平和通3丁目北6,141.413612,43.054715,1903-04-21,0000-00-00,0,1110317
1110318,1110318,厚別,,,11103,1,004-0055,札幌市厚別区厚別中央５条４丁目,141.46369,43.045154,0000-00-00,0000-00-00,0,1110318
1110319,1110319,森林公園,,,11103,1,004-0071,札幌市厚別区厚別北１条４丁目,141.481332,43.056456,0000-00-00,0000-00-00,0,1110319
1110320,1110320,大麻,,,11103,1,069-0854,江別市大麻中町,141.496925,43.072382,0000-00-00,0000-00-00,0,1110320
1110321,1110321,野幌,,,11103,1,069-0813,江別市野幌町,141.52984,43.092559,0000-00-00,0000-00-00,0,1110321
1110322,1110322,高砂,,,11103,1,067-0074,江別市高砂町,141.540752,43.100084,0000-00-00,0000-00-00,0,1110322
1110323,1110323,江別,,,11103,1,067-0071,江別市萩ケ岡,141.55679,43.110189,0000-00-00,0000-00-00,0,1110323
1110324,1110324,豊幌,,,11103,1,067-0021,江別市豊幌,141.62466,43.136446,0000-00-00,0000-00-00,0,1110324
1110325,1110325,幌向,,,11103,1,069-0371,岩見沢市幌向南１条３丁目,141.655839,43.151348,0000-00-00,0000-00-00,0,1110325
1110326,1110326,上幌向,,,11103,1,069-0362,岩見沢市上幌向南１条４丁目,141.715391,43.18183,0000-00-00,0000-00-00,0,1110326
1110327,1110327,岩見沢,,,11103,1,068-0034,岩見沢市有明町南,141.759359,43.204201,0000-00-00,0000-00-00,0,1110327
1110328,1110328,峰延,,,11103,1,072-0000,美唄市峰延,141.814673,43.264694,0000-00-00,0000-00-00,0,1110328
1110329,1110329,光珠内,,,11103,1,072-0000,美唄市光珠内,141.844655,43.292658,0000-00-00,0000-00-00,0,1110329
1110330,1110330,美唄,,,11103,1,072-0012,美唄市東一条南２丁目,141.862157,43.330751,0000-00-00,0000-00-00,0,1110330
1110331,1110331,茶志内,,,11103,1,079-0261,美唄市茶志内町,141.87336,43.369842,0000-00-00,0000-00-00,0,1110331
1110332,1110332,奈井江,,,11103,1,079-0313,空知郡奈井江町本町１区,141.889115,43.423718,0000-00-00,0000-00-00,0,1110332
1110333,1110333,豊沼,,,11103,1,073-0138,砂川市豊沼町,141.901032,43.464224,0000-00-00,0000-00-00,0,1110333
1110334,1110334,砂川,,,11103,1,073-0152,砂川市東２条北２丁目,141.909642,43.493468,0000-00-00,0000-00-00,0,1110334
1110335,1110335,滝川,,,11103,1,073-0031,滝川市栄町４丁目,141.900807,43.555278,0000-00-00,0000-00-00,0,1110335
1110336,1110336,江部乙,,,11103,1,079-0462,滝川市江部乙町西町１２丁目,141.935937,43.627564,0000-00-00,0000-00-00,0,1110336
1110337,1110337,妹背牛,,,11103,1,079-0500,雨竜郡妹背牛町字妹背牛,141.966591,43.690841,0000-00-00,0000-00-00,0,1110337
1110338,1110338,深川,,,11103,1,074-0001,深川市１条,142.041642,43.721021,0000-00-00,0000-00-00,0,1110338
1110339,1110339,納内,,,11103,1,078-0151,深川市納内町字納内,142.130072,43.732509,0000-00-00,0000-00-00,0,1110339
1110340,1110340,伊納,,,11103,1,070-8052,旭川市江丹別町春日,142.27167,43.763305,1898-07-16,2021-03-13,2,1110340
1110341,1110341,近文,,,11103,1,070-0821,旭川市近文町１９丁目,142.325327,43.789193,0000-00-00,0000-00-00,0,1110341
1110342,1110342,旭川,,,11103,1,070-0030,旭川市宮下通８丁目,142.357803,43.763492,0000-00-00,0000-00-00,0,1110342
1110401,1110138,長万部,,,11104,1,049-3521,山越郡長万部町字長万部,140.37507,42.512477,0000-00-00,0000-00-00,0,1110401
1110402,1110402,静狩,,,11104,1,049-5141,山越郡長万部町字静狩,140.460025,42.584065,0000-00-00,0000-00-00,0,1110402
1110403,1110403,小幌,,,11104,1,049-5333,虻田郡豊浦町字礼文華,140.537361,42.589731,0000-00-00,0000-00-00,0,1110403
1110404,1110404,礼文,,,11104,1,049-5333,虻田郡豊浦町字礼文華,140.595013,42.580422,0000-00-00,0000-00-00,0,1110404
1110405,1110405,大岸,,,11104,1,049-5332,虻田郡豊浦町字大岸,140.639036,42.585969,0000-00-00,0000-00-00,0,1110405
1110406,1110406,豊浦,,,11104,1,049-5412,虻田郡豊浦町字旭町,140.71536,42.580323,0000-00-00,0000-00-00,0,1110406
1110407,1110407,洞爺,,,11104,1,049-5611,虻田郡洞爺湖町旭町,140.763959,42.55055,0000-00-00,0000-00-00,0,1110407
1110408,1110408,有珠,,,11104,1,059-0151,伊達市有珠町,140.793969,42.513267,0000-00-00,0000-00-00,0,1110408
1110409,1110409,長和,,,11104,1,052-0035,伊達市長和町,140.833783,42.488262,0000-00-00,0000-00-00,0,1110409
1110410,1110410,伊達紋別,,,11104,1,052-0032,伊達市山下町,140.855802,42.469395,0000-00-00,0000-00-00,0,1110410
1110411,1110411,北舟岡,,,11104,1,052-0014,伊達市舟岡町,140.880259,42.450528,0000-00-00,0000-00-00,0,1110411
1110412,1110412,稀府,,,11104,1,059-0273,伊達市南稀府町,140.898836,42.425567,0000-00-00,0000-00-00,0,1110412
1110413,1110413,黄金,,,11104,1,059-0271,伊達市南黄金町,140.907781,42.386441,0000-00-00,0000-00-00,0,1110413
1110414,1110414,崎守,,,11104,1,050-0055,室蘭市崎守町,140.927141,42.373968,0000-00-00,0000-00-00,0,1110414
1110415,1110415,本輪西,,,11104,1,050-0065,室蘭市本輪西町１丁目,140.977561,42.358734,0000-00-00,0000-00-00,0,1110415
1110416,1110416,室蘭,,,11104,1,051-0023,室蘭市入江町１,140.97571,42.317864,0000-00-00,0000-00-00,0,1110416
1110417,1110417,母恋,,,11104,1,051-0004,室蘭市母恋北町１丁目,140.990018,42.317295,0000-00-00,0000-00-00,0,1110417
1110418,1110418,御崎,,,11104,1,051-0001,室蘭市御崎町２丁目,140.993881,42.329014,0000-00-00,0000-00-00,0,1110418
1110419,1110419,輪西,,,11104,1,050-0087,室蘭市仲町,141.005743,42.333775,0000-00-00,0000-00-00,0,1110419
1110420,1110420,東室蘭,,,11104,1,050-0083,室蘭市東町２丁目,141.026411,42.349374,0000-00-00,0000-00-00,0,1110420
1110421,1110421,鷲別,,,11104,1,059-0034,登別市鷲別町２丁目,141.042759,42.35953,0000-00-00,0000-00-00,0,1110421
1110422,1110422,幌別,,,11104,1,059-0013,登別市幌別町３丁目,141.107293,42.409782,0000-00-00,0000-00-00,0,1110422
1110423,1110423,富浦,,,11104,1,059-0462,登別市富浦町１丁目,141.156878,42.441957,0000-00-00,0000-00-00,0,1110423
1110424,1110424,登別,,,11104,1,059-0466,登別市登別港町１丁目,141.180931,42.45207,0000-00-00,0000-00-00,0,1110424
1110425,1110425,虎杖浜,,,11104,1,059-0641,白老郡白老町字虎杖浜,141.215092,42.464695,0000-00-00,0000-00-00,0,1110425
1110426,1110426,竹浦,,,11104,1,059-0642,白老郡白老町字竹浦,141.260395,42.49284,0000-00-00,0000-00-00,0,1110426
1110427,1110427,北吉原,,,11104,1,059-0923,白老郡白老町字北吉原,141.286199,42.509119,0000-00-00,0000-00-00,0,1110427
1110428,1110428,萩野,,,11104,1,059-0922,白老郡白老町字萩野,141.30603,42.521159,0000-00-00,0000-00-00,0,1110428
1110429,1110429,白老,,,11104,1,059-0904,白老郡白老町東町１丁目,141.360054,42.55474,0000-00-00,0000-00-00,0,1110429
1110430,1110430,社台,,,11104,1,059-0901,白老郡白老町字社台,141.417433,42.578682,0000-00-00,0000-00-00,0,1110430
1110431,1110431,錦岡,,,11104,1,059-1275,苫小牧市字錦岡,141.48722,42.6025,0000-00-00,0000-00-00,0,1110431
1110432,1110432,糸井,,,11104,1,053-0816,苫小牧市日吉町３丁目,141.546187,42.6225,0000-00-00,0000-00-00,0,1110432
1110433,1110433,青葉,,,11104,1,053-0807,苫小牧市青葉町１丁目,141.568278,42.62999,0000-00-00,0000-00-00,0,1110433
1110434,1110434,苫小牧,,,11104,1,053-0022,苫小牧市表町６丁目,141.596837,42.639665,0000-00-00,0000-00-00,0,1110434
1110501,1110434,苫小牧,,,11105,1,053-0022,苫小牧市表町６丁目,141.596837,42.639665,0000-00-00,0000-00-00,0,1110501
1110502,1110502,沼ノ端,,,11105,1,059-1364,苫小牧市字沼ノ端,141.693132,42.672057,0000-00-00,0000-00-00,0,1110502
1110503,1110503,遠浅,,,11105,1,059-1433,勇払郡安平町遠浅,141.769568,42.729533,0000-00-00,0000-00-00,0,1110503
1110504,1110504,早来,,,11105,1,059-1501,勇払郡安平町早来大町,141.814106,42.765237,0000-00-00,0000-00-00,0,1110504
1110505,1110505,安平,,,11105,1,059-1511,勇払郡安平町安平,141.825283,42.814007,0000-00-00,0000-00-00,0,1110505
1110506,1110506,追分,,,11105,1,059-1931,勇払郡安平町追分中央,141.810678,42.873316,0000-00-00,0000-00-00,0,1110506
1110507,1110507,三川,,,11105,1,069-1200,夕張郡由仁町三川,141.800778,42.945029,0000-00-00,0000-00-00,0,1110507
1110508,1110508,古山,,,11105,1,069-1216,夕張郡由仁町字古山,141.793969,42.975256,0000-00-00,0000-00-00,0,1110508
1110509,1110509,由仁,,,11105,1,069-1216,夕張郡由仁町古山,141.785868,43.012206,0000-00-00,0000-00-00,0,1110509
1110510,1110510,栗山,,,11105,1,069-1511,夕張郡栗山町中央３丁目,141.775603,43.058164,0000-00-00,0000-00-00,0,1110510
1110511,1110511,栗丘,,,11105,1,068-0134,岩見沢市栗沢町栗丘,141.744333,43.085444,0000-00-00,0000-00-00,0,1110511
1110512,1110512,栗沢,,,11105,1,068-0127,岩見沢市栗沢町本町,141.739743,43.120367,0000-00-00,0000-00-00,0,1110512
1110513,1110513,志文,,,11105,1,068-0841,岩見沢市志文本町１条４丁目,141.744443,43.158903,0000-00-00,0000-00-00,0,1110513
1110514,1110327,岩見沢,,,11105,1,068-0034,岩見沢市有明町南,141.759359,43.204201,0000-00-00,0000-00-00,0,1110514
1110601,1110335,滝川,,,11106,1,073-0031,滝川市栄町４丁目,141.900807,43.555278,0000-00-00,0000-00-00,0,1110601
1110602,1110602,東滝川,,,11106,1,073-0026,滝川市東滝川,141.98031,43.574037,0000-00-00,0000-00-00,0,1110602
1110603,1110603,赤平,,,11106,1,079-1134,赤平市泉町１丁目,142.048669,43.555144,0000-00-00,0000-00-00,0,1110603
1110604,1110604,茂尻,,,11106,1,079-1100,赤平市字茂尻町南２丁目,142.082156,43.537314,0000-00-00,0000-00-00,0,1110604
1110605,1110605,平岸,,,11106,1,079-1282,北海道赤平市平岸仲町１丁目,142.123872,43.541401,0000-00-00,0000-00-00,0,1110605
1110606,1110606,芦別,,,11106,1,075-0041,芦別市本町,142.184543,43.516636,0000-00-00,0000-00-00,0,1110606
1110607,1110607,上芦別,,,11106,1,079-1371,芦別市上芦別町,142.210855,43.48871,0000-00-00,0000-00-00,0,1110607
1110608,1110608,野花南,,,11106,1,079-1372,芦別市野花南町,142.261772,43.474418,0000-00-00,0000-00-00,0,1110608
1110609,1110609,島ノ下,,,11106,1,076-0036,富良野市字島ノ下,142.350406,43.3744,1913-11-10,2017-03-04,2,1110609
1110610,1110610,富良野,,,11106,1,076-0025,富良野市日の出町,142.391374,43.347114,0000-00-00,0000-00-00,0,1110610
1110611,1110611,布部,,,11106,1,076-0004,富良野市字布部市街地,142.400595,43.291991,0000-00-00,0000-00-00,0,1110611
1110612,1110612,山部,,,11106,1,079-1564,北海道富良野市字山部市山部中町,142.381522,43.244645,0000-00-00,0000-00-00,0,1110612
1110613,1110613,下金山,,,11106,1,079-2132,空知郡南富良野町字下金山,142.415402,43.197328,0000-00-00,0000-00-00,0,1110613
1110614,1110614,金山,,,11106,1,079-2131,空知郡南富良野町字金山,142.416201,43.136115,0000-00-00,0000-00-00,0,1110614
1110615,1110615,東鹿越,,,11106,1,079-2411,空知郡南富良野町東鹿越,142.523472,43.164011,0000-00-00,0000-00-00,0,1110615
1110616,1110616,幾寅,,,11106,1,079-2401,空知郡南富良野町幾寅仲町,142.569474,43.161582,0000-00-00,0000-00-00,0,1110616
1110617,1110617,落合,,,11106,1,079-2551,空知郡南富良野町落合,142.669104,43.125055,0000-00-00,0000-00-00,0,1110617
1110618,1110618,新得,,,11106,1,081-0005,上川郡新得町本通北１丁目,142.832432,43.082501,0000-00-00,0000-00-00,0,1110618
1110701,1110618,新得,,,11107,1,081-0005,上川郡新得町本通北１丁目,142.832432,43.082501,0000-00-00,0000-00-00,0,1110701
1110702,1110702,十勝清水,,,11107,1,089-0136,上川郡清水町本通１丁目,142.879535,43.012892,0000-00-00,0000-00-00,0,1110702
1110703,1110703,羽帯,,,11107,1,089-0356,上川郡清水町字羽帯,142.906646,42.957499,1958-09-10,2018-03-17,2,1110703
1110704,1110704,御影,,,11107,1,089-0354,上川郡清水町御影本通り１丁目,142.935739,42.942418,0000-00-00,0000-00-00,0,1110704
1110705,1110705,芽室,,,11107,1,082-0030,河西郡芽室町本通り１丁目,143.047991,42.909846,0000-00-00,0000-00-00,0,1110705
1110706,1110706,大成,,,11107,1,082-0006,河西郡芽室町東芽室南２線,143.0696659,42.91605619,0000-00-00,0000-00-00,0,1110706
1110707,1110707,西帯広,,,11107,1,080-2473,帯広市西２３条南１丁目,143.126351,42.923941,0000-00-00,0000-00-00,0,1110707
1110708,1110708,柏林台,,,11107,1,080-0027,帯広市西１７条南１丁目,143.1645,42.928877,0000-00-00,0000-00-00,0,1110708
1110709,1110709,帯広,,,11107,1,080-0012,帯広市西２条南１２丁目,143.20195,42.917997,0000-00-00,0000-00-00,0,1110709
1110710,1110710,札内,,,11107,1,089-0543,中川郡幕別町字札内中央町,143.256248,42.912697,0000-00-00,0000-00-00,0,1110710
1110711,1110711,稲士別,,,11107,1,089-0564,中川郡幕別町稲志別,143.297528,42.903963,1959-10-07,2017-03-04,2,1110711
1110712,1110712,幕別,,,11107,1,089-0604,中川郡幕別町錦町,143.359293,42.90784,0000-00-00,0000-00-00,0,1110712
1110713,1110713,利別,,,11107,1,083-0031,中川郡池田町字利別西町,143.424445,42.934706,0000-00-00,0000-00-00,0,1110713
1110714,1110714,池田,,,11107,1,083-0091,中川郡池田町東１条１丁目,143.453033,42.922186,0000-00-00,0000-00-00,0,1110714
1110715,1110715,十弗,,,11107,1,089-5243,中川郡豊頃町字十弗宝町,143.500797,42.855781,0000-00-00,0000-00-00,0,1110715
1110716,1110716,豊頃,,,11107,1,089-5232,中川郡豊頃町豊頃旭町,143.538615,42.817548,0000-00-00,0000-00-00,0,1110716
1110717,1110717,新吉野,,,11107,1,089-5541,十勝郡浦幌町字吉野,143.60826,42.778238,0000-00-00,0000-00-00,0,1110717
1110718,1110718,浦幌,,,11107,1,089-5603,十勝郡浦幌町字本町,143.651568,42.810849,0000-00-00,0000-00-00,0,1110718
1110719,1110719,上厚内,,,11107,1,089-5866,十勝郡浦幌町字上厚内,143.749788,42.831881,1910-12-01,2017-03-04,2,1110719
1110720,1110720,厚内,,,11107,1,089-5865,十勝郡浦幌町字厚内,143.814389,42.809539,0000-00-00,0000-00-00,0,1110720
1110721,1110721,直別,,,11107,1,088-0135,釧路市音別町直別,143.863607,42.852205,1907-10-25,2019-03-16,2,1110721
1110722,1110722,尺別,,,11107,1,088-0132,釧路市音別町尺別（岐線）,143.904331,42.869163,1920-01-22,2019-03-16,2,1110722
1110723,1110723,音別,,,11107,1,088-0115,釧路市音別町本町１丁目,143.932442,42.888997,0000-00-00,0000-00-00,0,1110723
1110724,1110724,古瀬,,,11107,1,088-0351,白糠郡白糠町和天別,144.008589,42.947893,1954-07-01,2020-03-14,2,1110724
1110725,1110725,白糠,,,11107,1,088-0301,白糠郡白糠町東１条南１丁目,144.076879,42.956161,0000-00-00,0000-00-00,0,1110725
1110726,1110726,西庶路,,,11107,1,088-0572,白糠郡白糠町西庶路西１条南３丁目,144.129826,42.976138,0000-00-00,0000-00-00,0,1110726
1110727,1110727,庶路,,,11107,1,088-0563,白糠郡白糠町庶路甲区,144.150018,42.983601,0000-00-00,0000-00-00,0,1110727
1110728,1110728,大楽毛,,,11107,1,084-0917,釧路市大楽毛５丁目,144.273879,43.009078,0000-00-00,0000-00-00,0,1110728
1110729,1110729,新大楽毛,,,11107,1,084-0917,釧路市大楽毛１丁目,144.295558,43.009423,0000-00-00,0000-00-00,0,1110729
1110730,1110730,新富士,,,11107,1,084-0904,釧路市新富士町３丁目,144.350758,43.001605,0000-00-00,0000-00-00,0,1110730
1110731,1110731,釧路,,,11107,1,085-0015,釧路市北大通１４丁目,144.381983,42.990584,0000-00-00,0000-00-00,0,1110731
1110801,1110731,釧路,,,11108,1,085-0015,釧路市北大通１４丁目,144.381983,42.990584,0000-00-00,0000-00-00,0,1110801
1110802,1110802,東釧路,,,11108,1,085-0816,釧路市貝塚２丁目,144.411307,42.995207,0000-00-00,0000-00-00,0,1110802
1110803,1110803,武佐,,,11108,1,085-0806,釧路市武佐４丁目,144.426681,42.991364,0000-00-00,0000-00-00,0,1110803
1110804,1110804,別保,,,11108,1,088-0604,釧路郡釧路町字別保,144.469596,42.994384,0000-00-00,0000-00-00,0,1110804
1110805,1110805,上尾幌,,,11108,1,088-0771,厚岸郡厚岸町字上尾幌市街,144.61239,43.032893,0000-00-00,0000-00-00,0,1110805
1110806,1110806,尾幌,,,11108,1,088-0875,厚岸郡厚岸町大字苫多村字尾幌,144.703758,43.018463,0000-00-00,0000-00-00,0,1110806
1110807,1110807,門静,,,11108,1,088-1126,厚岸郡厚岸町字門静,144.782638,43.057581,0000-00-00,0000-00-00,0,1110807
1110808,1110808,厚岸,,,11108,1,088-1124,厚岸郡厚岸町字宮園町,144.841355,43.056248,0000-00-00,0000-00-00,0,1110808
1110809,1110809,糸魚沢,,,11108,1,088-1101,厚岸郡厚岸町大字別寒辺牛村ベカンベウシ,144.92545,43.103506,1919-11-25,2022-03-12,2,1110809
1110810,1110810,茶内,,,11108,1,088-1500,厚岸郡浜中町大字琵琶瀬村字茶内市街,145.02801,43.129266,0000-00-00,0000-00-00,0,1110810
1110811,1110811,浜中,,,11108,1,088-1500,厚岸郡浜中町大字後静村字浜中市街,145.099657,43.15754,0000-00-00,0000-00-00,0,1110811
1110812,1110812,姉別,,,11108,1,088-1500,厚岸郡浜中町大字後静村字姉別市街,145.194716,43.196201,0000-00-00,0000-00-00,0,1110812
1110813,1110813,厚床,,,11108,1,086-0064,根室市厚床１丁目,145.252096,43.228224,0000-00-00,0000-00-00,0,1110813
1110814,1110814,初田牛,,,11108,1,086-0076,根室市初田牛,145.32277,43.204542,1920-11-10,2019-03-16,2,1110814
1110815,1110815,別当賀,,,11108,1,086-0075,根室市別当賀,145.423593,43.218427,0000-00-00,0000-00-00,0,1110815
1110816,1110816,落石,,,11108,1,088-1782,根室市落石東,145.519449,43.198335,0000-00-00,0000-00-00,0,1110816
1110817,1110817,昆布盛,,,11108,1,088-1784,根室市昆布盛,145.542444,43.228593,0000-00-00,0000-00-00,0,1110817
1110818,1110818,西和田,,,11108,1,087-0033,根室市西和田,145.541817,43.268043,0000-00-00,0000-00-00,0,1110818
1110819,1110819,花咲,,,11108,1,087-0032,根室市花咲港,145.575045,43.295388,1921-08-05,2016-03-26,2,1110819
1110820,1110820,東根室,,,11108,1,087-0004,根室市光洋町２丁目,145.597234,43.323655,0000-00-00,0000-00-00,0,1110820
1110821,1110821,根室,,,11108,1,087-0027,根室市光和町２丁目,145.582707,43.326923,0000-00-00,0000-00-00,0,1110821
1110901,1110434,苫小牧,,,11109,1,053-0022,苫小牧市表町６丁目,141.596837,42.639665,0000-00-00,0000-00-00,0,1110901
1110902,1110502,沼ノ端,,,11109,1,059-1364,苫小牧市字沼ノ端,141.693132,42.672057,0000-00-00,0000-00-00,0,1110902
1110903,1110903,植苗,,,11109,1,059-1365,苫小牧市字植苗,141.735344,42.713645,0000-00-00,0000-00-00,0,1110903
1110904,1110904,美々,,,11109,1,066-0012,千歳市美々,141.711387,42.777418,1926-08-21,2017-03-04,2,1110904
1110905,1110905,新千歳空港,,,11109,1,066-0012,千歳市美々,141.680823,42.787546,0000-00-00,0000-00-00,0,1110905
1110906,1110906,南千歳,,,11109,1,066-0044,千歳市字平和,141.675388,42.80804,0000-00-00,0000-00-00,0,1110906
1110907,1110907,千歳,,,11109,1,066-0062,千歳市千代田町７丁目,141.651934,42.82811,0000-00-00,0000-00-00,0,1110907
1110908,1110908,長都,,,11109,1,066-0077,千歳市上長都,141.622987,42.852178,0000-00-00,0000-00-00,0,1110908
1110909,1110909,サッポロビール庭園,,,11109,1,061-1405,恵庭市戸磯,141.605616,42.866812,0000-00-00,0000-00-00,0,1110909
1110910,1110910,恵庭,,,11109,1,061-1448,恵庭市相生町,141.586234,42.883076,0000-00-00,0000-00-00,0,1110910
1110911,1110911,恵み野,,,11109,1,061-1373,恵庭市恵み野西１丁目,141.574429,42.902704,0000-00-00,0000-00-00,0,1110911
1110912,1110912,島松,,,11109,1,061-1352,恵庭市島松仲町１丁目１-１,141.573117,42.922504,0000-00-00,0000-00-00,0,1110912
1110913,1110913,北広島,,,11109,1,061-1121,北広島市中央６丁目,141.563115,42.979239,0000-00-00,0000-00-00,0,1110913
1110914,1110914,上野幌,,,11109,1,004-0039,札幌市厚別区厚別町上野幌,141.487317,43.016177,0000-00-00,0000-00-00,0,1110914
1110915,1110915,新札幌,,,11109,1,004-0052,札幌市厚別区厚別中央二条５丁目,141.47237,43.038732,0000-00-00,0000-00-00,0,1110915
1110916,1110916,平和,,,11109,1,003-0029,札幌市白石区平和通１６丁目北,141.437967,43.04695,0000-00-00,0000-00-00,0,1110916
1110917,1110317,白石,,,11109,1,003-0029,札幌市白石区平和通3丁目北6,141.413612,43.054715,1903-04-21,0000-00-00,0,1110917
1110918,1110316,苗穂,,,11109,1,060-0033,札幌市中央区北３条東１３丁目,141.377522,43.068574,0000-00-00,0000-00-00,0,1110918
1110919,1110315,札幌,,,11109,1,060-0806,札幌市北区北６条西４丁目,141.350768,43.068612,0000-00-00,0000-00-00,0,1110919
1111001,1110906,南千歳,,,11110,1,066-0044,千歳市字平和,141.675388,42.80804,0000-00-00,0000-00-00,0,1111001
1111002,1110506,追分,,,11110,1,059-1931,勇払郡安平町追分中央,141.810678,42.873316,0000-00-00,0000-00-00,0,1111002
1111003,1111003,東追分,,,11110,1,059-1984,勇払郡安平町追分向陽,141.83228,42.902377,1965-03-01,2016-03-26,2,1111003
1111004,1111004,川端,,,11110,1,069-1141,夕張郡由仁町字川端,141.894791,42.914721,0000-00-00,0000-00-00,0,1111004
1111005,1111005,滝ノ上,,,11110,1,068-0756,夕張市滝ノ上,141.97628,42.910244,0000-00-00,0000-00-00,0,1111005
1111006,1111006,十三里,,,11110,1,068-0755,夕張市紅葉山,142.024478,42.914667,1962-12-25,2016-03-26,2,1111006
1111007,1111007,新夕張,,,11110,1,068-0755,夕張市紅葉山,142.03657,42.936611,0000-00-00,0000-00-00,0,1111007
1111008,1111008,沼ノ沢,,,11110,1,068-0751,夕張市沼ノ沢,142.030836,42.957586,0000-00-00,2019-04-01,2,1111008
1111009,1111009,南清水沢,,,11110,1,068-0536,夕張市南清水沢２丁目,142.006597,42.985272,0000-00-00,2019-04-01,2,1111009
1111010,1111010,清水沢,,,11110,1,068-0531,夕張市清水沢３丁目,142.007285,42.99827,0000-00-00,2019-04-01,2,1111010
1111011,1111011,鹿ノ谷,,,11110,1,068-0413,夕張市鹿の谷３丁目,141.964476,43.039447,0000-00-00,2019-04-01,2,1111011
1111012,1111012,夕張,,,11110,1,068-0411,夕張市末広１丁目,141.967472,43.050926,0000-00-00,2019-04-01,2,1111012
1111013,1111013,占冠,,,11110,1,079-2202,勇払郡占冠村占冠,142.400078,42.993088,0000-00-00,0000-00-00,0,1111013
1111014,1111014,トマム,,,11110,1,079-2204,勇払郡占冠村字中トマム,142.610937,43.055913,0000-00-00,0000-00-00,0,1111014
1111015,1110618,新得,,,11110,1,081-0005,上川郡新得町本通北１丁目,142.832432,43.082501,0000-00-00,0000-00-00,0,1111015
1111101,1110434,苫小牧,,,11111,1,053-0022,苫小牧市表町６丁目,141.596837,42.639665,0000-00-00,0000-00-00,0,1111101
1111102,1111102,勇払,,,11111,1,059-1372,苫小牧市字勇払,141.727667,42.632805,0000-00-00,0000-00-00,0,1111102
1111103,1111103,浜厚真,,,11111,1,059-1742,勇払郡厚真町字浜厚真,141.837071,42.606725,0000-00-00,0000-00-00,0,1111103
1111104,1111104,浜田浦,,,11111,1,054-0004,勇払郡むかわ町田浦,141.88362,42.590722,0000-00-00,2023-03-18,2,1111104
1111105,1111105,鵡川,,,11111,1,054-0023,勇払郡むかわ町末広２丁目,141.923892,42.578953,0000-00-00,0000-00-00,0,1111105
1111106,1111106,汐見,,,11111,1,054-0015,勇払郡むかわ町汐見,141.945255,42.550235,0000-00-00,2021-04-01,2,1111106
1111107,1111107,富川,,,11111,1,055-0006,沙流郡日高町富川南４丁目,142.020855,42.516865,0000-00-00,2021-04-01,2,1111107
1111108,1111108,日高門別,,,11111,1,059-2121,沙流郡日高町門別本町,142.072692,42.481237,0000-00-00,2021-04-01,2,1111108
1111109,1111109,豊郷,,,11111,1,059-2126,沙流郡日高町豊郷,142.122493,42.470119,0000-00-00,2021-04-01,2,1111109
1111110,1111110,清畠,,,11111,1,059-2245,沙流郡日高町清畠,142.176624,42.455709,0000-00-00,2021-04-01,2,1111110
1111111,1111111,厚賀,,,11111,1,059-2243,沙流郡日高町厚賀町,142.215896,42.430507,0000-00-00,2021-04-01,2,1111111
